,Municipio,Date,High Temperature,Avg Temperature,Low Temperature,High Dew Point,Avg Dew Point,Low Dew Point,High Humidity,Avg Humidity,Low Humidity,High Speed,Avg Speed,Low Speed,High Pressure,Low Pressure,Sum
23,Valdilecha,5/24/2024,84.6,64.9,45.5,52.9,43.2,37.2,80,50,19,7.8,0.9,0.0,29.99,29.89,0.00
24,Valdilecha,5/25/2024,88.3,67.6,47.3,52.2,42.3,30.6,80,46,14,11.4,1.3,0.0,30.01,29.92,0.00
25,Valdilecha,5/26/2024,83.5,59.4,45.9,50.4,40.4,35.4,69,51,30,5.4,0.4,0.0,30.03,29.91,0.00
26,Valdilecha,5/27/2024,89.8,71.4,51.3,54.9,47.6,40.5,79,47,20,6.9,0.7,0.0,30.02,29.92,0.00
27,Valdilecha,5/28/2024,91.8,72.4,54.9,59.9,52.7,45.5,82,54,24,7.2,0.7,0.0,30.09,29.96,0.00
28,Valdilecha,5/29/2024,94.8,75.3,54.7,58.8,51.7,46.8,81,49,20,6.9,0.7,0.0,30.04,29.87,0.00
29,Valdilecha,5/30/2024,94.8,77.6,56.5,59.0,51.5,44.6,75,44,19,10.1,1.0,0.0,29.92,29.74,0.00
30,Valdilecha,5/31/2024,89.1,74.9,61.3,57.7,47.7,37.8,59,40,19,7.4,1.7,0.0,29.90,29.78,0.00
0,Valdilecha,4/1/2024,57.6,45.2,35.1,46.2,40.1,34.7,99,84,48,10.5,1.7,0.0,29.71,29.32,0.04
1,Valdilecha,4/2/2024,62.1,48.6,34.5,48.7,41.7,34.0,99,80,46,5.1,0.4,0.0,29.76,29.63,0.00
2,Valdilecha,4/3/2024,67.6,53.4,42.8,50.7,45.9,41.0,95,78,47,6.5,0.7,0.0,29.96,29.68,0.00
3,Valdilecha,4/4/2024,73.9,54.5,38.5,53.1,45.9,37.8,98,76,39,5.8,0.4,0.0,29.97,29.80,0.00
4,Valdilecha,4/5/2024,78.3,59.0,43.2,52.2,46.5,41.4,95,69,29,4.9,0.5,0.0,29.98,29.83,0.00
5,Valdilecha,4/6/2024,82.6,68.6,55.6,57.6,48.0,38.5,80,49,34,6.7,1.3,0.0,29.92,29.78,0.00
6,Valdilecha,4/7/2024,77.2,64.8,54.7,56.1,53.3,50.0,89,69,42,7.4,0.9,0.0,29.92,29.79,0.00
7,Valdilecha,4/8/2024,69.4,57.3,47.3,54.3,48.5,38.5,95,74,43,11.0,1.9,0.0,29.99,29.79,0.02
8,Valdilecha,4/9/2024,63.3,50.1,35.4,40.1,35.0,27.9,92,61,31,8.9,1.3,0.0,30.30,29.99,0.00
9,Valdilecha,4/10/2024,70.9,53.6,35.1,47.8,39.9,32.5,92,63,36,7.4,0.8,0.0,30.32,30.20,0.00
10,Valdilecha,4/11/2024,81.1,62.3,43.0,51.3,45.5,40.3,92,59,29,10.5,1.4,0.0,30.30,30.16,0.00
11,Valdilecha,4/12/2024,80.8,61.9,41.7,49.3,42.9,37.6,87,54,25,6.0,0.6,0.0,30.37,30.21,0.00
12,Valdilecha,4/13/2024,84.6,63.0,44.4,50.9,45.4,41.2,91,59,23,4.7,0.6,0.0,30.30,30.14,0.00
13,Valdilecha,4/14/2024,84.4,64.0,45.7,52.2,45.6,41.0,85,57,25,5.8,0.7,0.0,30.21,30.04,0.00
14,Valdilecha,4/15/2024,85.6,66.2,48.7,55.2,49.3,44.6,89,59,26,9.4,0.8,0.0,30.09,29.93,0.00
15,Valdilecha,4/16/2024,82.9,61.7,43.9,50.2,45.1,40.3,90,59,29,7.4,0.8,0.0,30.02,29.84,0.00
16,Valdilecha,4/17/2024,73.9,59.7,46.6,45.1,40.4,35.1,73,51,25,7.8,1.5,0.0,29.93,29.82,0.00
17,Valdilecha,4/18/2024,74.5,59.2,42.6,42.3,38.2,34.5,74,49,27,8.1,1.6,0.0,29.99,29.85,0.00
18,Valdilecha,4/19/2024,76.6,58.1,39.6,48.9,40.3,32.0,77,54,31,10.1,1.1,0.0,30.05,29.88,0.00
19,Valdilecha,4/20/2024,79.3,60.8,42.6,51.3,41.8,31.1,92,57,19,7.6,0.6,0.0,29.94,29.76,0.00
20,Valdilecha,4/21/2024,78.4,61.0,43.3,43.7,35.2,27.0,72,42,16,5.8,0.9,0.0,29.92,29.78,0.00
21,Valdilecha,4/22/2024,66.2,55.9,45.5,39.6,28.2,21.4,59,36,20,10.7,2.6,0.0,30.03,29.83,0.00
22,Valdilecha,4/23/2024,63.9,50.9,36.5,38.3,29.6,22.5,61,45,32,10.7,2.2,0.0,30.06,29.93,0.00
23,Valdilecha,4/24/2024,68.2,51.8,33.6,38.3,31.4,19.6,84,50,20,11.2,1.4,0.0,30.07,29.89,0.00
24,Valdilecha,4/25/2024,69.3,53.2,37.9,41.7,36.8,33.4,85,57,31,10.3,1.1,0.0,29.90,29.67,0.00
25,Valdilecha,4/26/2024,67.5,53.4,39.7,45.5,39.5,34.9,85,61,38,9.6,1.2,0.0,29.73,29.58,0.00
26,Valdilecha,4/27/2024,63.0,55.0,48.0,49.5,44.5,39.7,95,69,44,12.5,1.9,0.0,29.73,29.48,0.12
27,Valdilecha,4/28/2024,67.1,51.6,35.2,45.1,38.1,33.1,95,65,31,7.4,0.6,0.0,29.89,29.72,0.00
28,Valdilecha,4/29/2024,68.9,50.6,37.0,52.0,42.1,33.8,93,75,31,6.7,0.6,0.0,29.96,29.87,0.15
29,Valdilecha,4/30/2024,68.4,55.9,41.7,50.0,43.7,36.5,97,68,33,9.8,1.6,0.0,29.97,29.83,0.00
0,Valdilecha,3/1/2024,57.6,44.5,28.4,38.8,31.3,24.3,87,61,43,9.6,1.4,0.0,29.76,29.57,0.00
1,Valdilecha,3/2/2024,50.5,43.5,33.1,44.4,39.1,32.4,99,85,67,12.8,2.2,0.0,29.57,29.13,0.33
2,Valdilecha,3/3/2024,52.9,41.4,31.6,38.8,33.7,29.1,99,77,42,10.7,1.8,0.0,29.63,29.31,0.24
3,Valdilecha,3/4/2024,57.2,48.3,38.5,49.3,43.9,36.3,96,85,69,8.5,1.9,0.0,29.75,29.62,0.00
4,Valdilecha,3/5/2024,59.4,43.8,31.1,41.4,35.2,29.8,97,75,41,4.0,0.4,0.0,29.87,29.74,0.00
5,Valdilecha,3/6/2024,63.0,44.2,29.5,41.4,35.1,28.2,96,74,40,4.9,0.4,0.0,29.85,29.62,0.00
6,Valdilecha,3/7/2024,60.1,44.7,32.9,47.1,39.6,31.6,98,84,52,8.1,0.7,0.0,29.62,29.32,0.35
7,Valdilecha,3/8/2024,55.0,45.1,39.2,43.2,39.3,36.5,98,81,52,13.6,2.1,0.0,29.39,29.17,0.24
8,Valdilecha,3/9/2024,48.9,42.6,36.5,45.9,40.3,35.6,98,92,72,11.2,1.8,0.0,29.17,29.00,1.01
9,Valdilecha,3/10/2024,54.0,45.8,37.8,46.9,42.5,36.9,98,89,71,10.1,2.0,0.0,29.49,29.09,0.57
10,Valdilecha,3/11/2024,60.4,47.9,33.4,40.6,37.0,32.7,98,69,39,8.5,1.5,0.0,29.81,29.48,0.00
11,Valdilecha,3/12/2024,65.5,46.8,32.0,43.3,37.5,30.7,96,74,40,6.0,0.6,0.0,29.84,29.74,0.00
12,Valdilecha,3/13/2024,71.6,50.2,36.0,45.9,39.8,34.2,95,72,32,4.5,0.6,0.0,29.76,29.59,0.00
13,Valdilecha,3/14/2024,64.2,49.6,37.0,51.6,43.5,35.8,95,81,59,6.3,0.8,0.0,29.77,29.65,0.00
14,Valdilecha,3/15/2024,68.4,51.7,38.1,53.1,45.6,37.4,99,82,56,3.8,0.6,0.0,29.87,29.76,0.00
15,Valdilecha,3/16/2024,71.1,54.1,40.3,55.2,48.3,38.8,99,83,51,4.5,0.4,0.0,29.94,29.84,0.00
16,Valdilecha,3/17/2024,74.5,57.5,44.1,54.7,48.9,43.3,97,76,43,5.1,0.4,0.0,29.88,29.73,0.00
17,Valdilecha,3/18/2024,74.7,57.7,43.0,55.2,49.5,42.1,97,77,46,4.5,0.4,0.0,29.78,29.66,0.00
18,Valdilecha,3/19/2024,73.6,56.2,48.6,55.0,50.4,46.9,95,82,47,2.9,0.4,0.0,29.68,29.57,0.00
19,Valdilecha,3/20/2024,76.6,59.9,46.9,52.7,48.9,44.6,92,70,40,8.7,0.7,0.0,29.66,29.55,0.02
20,Valdilecha,3/21/2024,78.4,63.8,53.4,55.0,49.7,47.1,84,63,35,6.5,1.0,0.0,29.81,29.65,0.01
21,Valdilecha,3/22/2024,81.3,61.9,46.9,52.5,47.6,43.3,90,64,30,6.0,0.6,0.0,29.81,29.64,0.00
22,Valdilecha,3/23/2024,79.9,61.5,47.8,55.4,47.6,43.9,88,64,30,6.0,0.7,0.0,29.74,29.61,0.00
23,Valdilecha,3/24/2024,75.9,58.3,45.0,50.4,46.5,42.1,92,68,36,6.5,0.8,0.0,29.66,29.37,0.00
24,Valdilecha,3/25/2024,57.7,53.9,49.6,55.6,51.3,44.4,99,91,69,7.4,0.7,0.0,29.38,28.96,0.59
25,Valdilecha,3/26/2024,53.1,44.9,38.8,44.6,37.5,30.4,97,76,47,12.1,2.7,0.0,29.07,28.98,0.22
26,Valdilecha,3/27/2024,54.7,48.0,39.4,50.5,45.6,38.7,99,92,76,10.5,2.7,0.0,29.17,29.04,0.49
27,Valdilecha,3/28/2024,62.6,53.2,45.3,54.5,48.1,43.0,99,84,59,9.4,2.3,0.0,29.27,29.11,0.86
28,Valdilecha,3/29/2024,53.2,47.1,37.2,52.2,46.1,36.9,99,97,82,8.1,1.0,0.0,29.18,29.04,0.61
29,Valdilecha,3/30/2024,55.8,46.2,37.4,45.7,42.5,37.0,99,88,60,8.5,1.0,0.0,29.17,28.96,0.27
30,Valdilecha,3/31/2024,48.4,43.1,38.8,45.0,41.5,37.9,99,94,77,8.5,0.9,0.0,29.33,29.00,0.39
0,Valdilecha,2/1/2024,68.7,44.8,28.4,46.4,37.0,28.0,99,79,37,5.8,0.4,0.0,30.19,30.06,0.00
1,Valdilecha,2/2/2024,63.1,45.0,31.8,45.0,37.7,30.7,97,79,44,8.1,0.5,0.0,30.11,30.00,0.00
2,Valdilecha,2/3/2024,66.0,45.5,33.6,43.7,36.3,32.2,96,75,34,5.6,0.6,0.0,30.10,30.02,0.00
3,Valdilecha,2/4/2024,67.1,41.6,30.2,42.8,33.9,28.8,96,78,33,4.0,0.2,0.0,30.10,30.00,0.00
4,Valdilecha,2/5/2024,64.2,43.8,29.3,42.6,35.6,27.7,96,76,39,3.6,0.2,0.0,30.06,29.93,0.00
5,Valdilecha,2/6/2024,58.6,44.6,34.9,47.7,39.7,33.3,96,84,61,3.8,0.3,0.0,29.96,29.85,0.00
6,Valdilecha,2/7/2024,54.0,44.3,33.6,49.6,42.4,33.1,99,93,77,4.7,0.6,0.0,29.90,29.75,0.00
7,Valdilecha,2/8/2024,55.9,49.2,42.1,48.2,44.7,37.9,99,86,52,10.1,0.8,0.0,29.76,29.28,0.06
8,Valdilecha,2/9/2024,56.8,50.4,47.8,52.0,48.6,44.6,99,94,81,6.9,1.1,0.0,29.29,28.85,0.59
9,Valdilecha,2/10/2024,51.3,45.3,39.9,45.7,39.6,33.6,96,81,56,10.1,2.4,0.0,29.39,28.90,0.06
10,Valdilecha,2/11/2024,46.8,38.5,31.1,42.6,35.8,29.7,98,90,76,6.9,0.5,0.0,29.54,29.38,0.01
11,Valdilecha,2/12/2024,61.5,49.8,43.0,52.9,47.0,42.4,99,91,71,9.8,1.7,0.0,29.76,29.43,0.01
12,Valdilecha,2/13/2024,65.5,52.8,43.5,54.7,49.5,43.2,99,90,63,6.7,0.5,0.0,29.91,29.73,0.00
13,Valdilecha,2/14/2024,72.3,55.9,43.7,56.5,50.6,43.2,99,84,55,4.5,0.3,0.0,29.91,29.75,0.00
14,Valdilecha,2/15/2024,62.8,53.0,46.2,55.4,49.9,44.8,98,90,65,9.2,0.5,0.0,29.76,29.61,0.13
15,Valdilecha,2/16/2024,63.9,52.4,41.5,50.4,44.8,38.8,96,77,44,8.5,1.1,0.0,29.97,29.67,0.00
16,Valdilecha,2/17/2024,65.8,46.7,32.4,43.3,35.0,27.5,98,70,26,6.9,0.6,0.0,30.12,29.95,0.00
17,Valdilecha,2/18/2024,66.9,46.1,30.9,43.9,35.7,29.1,95,72,31,5.4,0.4,0.0,30.19,30.09,0.00
18,Valdilecha,2/19/2024,68.9,48.9,35.1,48.9,38.9,33.3,96,73,33,6.9,0.9,0.0,30.15,29.99,0.00
19,Valdilecha,2/20/2024,70.7,49.7,30.4,42.4,34.3,27.1,91,60,26,6.7,0.6,0.0,30.08,29.93,0.00
20,Valdilecha,2/21/2024,64.8,48.1,32.4,47.7,38.9,30.2,94,73,46,4.9,0.7,0.0,29.99,29.79,0.00
21,Valdilecha,2/22/2024,58.1,51.6,40.5,52.0,46.3,38.7,96,83,67,11.4,2.2,0.0,29.82,29.42,0.10
22,Valdilecha,2/23/2024,52.7,44.9,36.5,44.6,36.3,30.9,92,72,54,10.7,2.7,0.0,29.55,29.45,0.07
23,Valdilecha,2/24/2024,54.1,44.1,37.2,38.8,34.9,30.2,95,73,42,10.7,2.0,0.0,29.66,29.44,0.00
24,Valdilecha,2/25/2024,58.3,50.4,42.4,50.2,45.7,37.0,96,84,68,13.2,4.0,0.0,29.65,29.35,0.00
25,Valdilecha,2/26/2024,55.0,49.5,42.4,50.2,39.4,30.7,92,69,41,12.8,2.4,0.0,29.51,29.28,0.00
26,Valdilecha,2/27/2024,53.2,45.5,41.2,34.9,30.6,27.5,77,56,45,15.9,3.9,0.0,29.78,29.50,0.00
27,Valdilecha,2/28/2024,59.5,45.7,30.9,39.6,33.5,26.4,85,64,42,11.4,2.2,0.0,29.81,29.73,0.00
28,Valdilecha,2/29/2024,62.1,45.4,28.8,43.9,34.0,26.2,95,67,43,11.9,1.6,0.0,29.79,29.58,0.00
0,Valdilecha,1/1/2024,53.1,41.3,31.5,42.6,38.6,30.2,99,91,59,3.8,0.2,0.0,29.84,29.69,0.00
1,Valdilecha,1/2/2024,48.7,39.7,30.6,45.1,37.7,30.0,99,93,80,2.5,0.1,0.0,29.84,29.73,0.00
2,Valdilecha,1/3/2024,56.1,50.1,43.9,54.1,49.1,43.0,99,96,92,6.7,0.6,0.0,29.76,29.68,0.19
3,Valdilecha,1/4/2024,55.0,49.6,45.1,52.9,48.9,44.8,99,98,87,4.5,0.3,0.0,29.74,29.45,0.24
4,Valdilecha,1/5/2024,50.7,44.9,40.1,48.7,40.8,34.5,98,86,56,7.2,1.0,0.0,29.56,29.36,0.06
5,Valdilecha,1/6/2024,50.9,39.1,29.5,36.5,32.5,27.7,97,79,51,6.5,0.8,0.0,29.78,29.55,0.00
6,Valdilecha,1/7/2024,48.6,33.1,26.1,36.5,28.6,24.8,97,85,50,6.3,0.3,0.0,29.82,29.74,0.00
7,Valdilecha,1/8/2024,50.2,34.4,21.7,35.1,28.6,20.1,96,81,50,3.8,0.3,0.0,29.79,29.68,0.00
8,Valdilecha,1/9/2024,46.9,40.6,35.1,40.3,36.1,31.8,94,84,73,3.6,0.2,0.0,29.75,29.66,0.00
9,Valdilecha,1/10/2024,45.3,41.4,35.6,43.5,40.1,34.7,98,95,90,7.6,1.0,0.0,29.75,29.66,0.21
10,Valdilecha,1/11/2024,48.9,39.8,29.1,43.2,34.6,26.8,99,83,54,5.8,0.6,0.0,29.84,29.66,0.01
11,Valdilecha,1/12/2024,47.3,34.3,24.6,38.1,30.0,22.8,97,85,67,3.4,0.4,0.0,29.92,29.82,0.00
12,Valdilecha,1/13/2024,51.6,39.4,29.5,43.2,35.8,28.8,98,88,69,2.7,0.3,0.0,29.93,29.79,0.00
13,Valdilecha,1/14/2024,52.0,43.9,37.4,47.7,41.6,36.7,98,92,78,3.6,0.2,0.0,29.81,29.67,0.01
14,Valdilecha,1/15/2024,56.7,52.0,46.6,55.4,51.3,45.1,99,98,93,6.0,0.9,0.0,29.68,29.55,0.31
15,Valdilecha,1/16/2024,60.8,55.7,52.0,56.1,53.0,44.6,99,91,65,5.6,0.9,0.0,29.60,29.45,0.01
16,Valdilecha,1/17/2024,55.9,53.2,50.4,52.0,49.9,47.1,99,89,79,11.9,2.0,0.0,29.46,29.23,0.46
17,Valdilecha,1/18/2024,55.9,52.3,49.8,54.0,50.2,46.8,99,93,85,6.0,1.1,0.0,29.50,29.40,0.14
18,Valdilecha,1/19/2024,53.8,48.8,39.9,52.9,48.3,39.4,99,99,95,9.2,0.8,0.0,29.52,29.26,1.26
19,Valdilecha,1/20/2024,49.8,42.6,34.5,45.5,39.7,33.4,99,90,78,6.7,0.7,0.0,30.01,29.51,0.00
20,Valdilecha,1/21/2024,58.5,44.7,34.5,46.0,41.1,34.0,99,88,54,3.8,0.2,0.0,30.17,30.00,0.00
21,Valdilecha,1/22/2024,56.8,40.0,31.3,47.1,37.7,30.9,99,93,69,4.0,0.4,0.0,30.24,30.14,0.00
22,Valdilecha,1/23/2024,63.1,44.4,35.1,53.1,42.1,34.7,99,93,67,4.7,0.4,0.0,30.28,30.19,0.01
23,Valdilecha,1/24/2024,73.6,47.9,36.9,52.9,43.2,36.5,99,87,40,2.9,0.2,0.0,30.28,30.18,0.00
24,Valdilecha,1/25/2024,72.1,47.8,34.3,52.2,42.2,34.0,99,84,37,2.2,0.2,0.0,30.22,30.06,0.01
25,Valdilecha,1/26/2024,72.3,48.3,34.2,54.9,43.2,33.8,99,85,44,3.1,0.1,0.0,30.13,30.02,0.00
26,Valdilecha,1/27/2024,69.8,48.7,37.8,50.2,42.5,37.2,99,83,41,3.8,0.2,0.0,30.06,29.93,0.01
27,Valdilecha,1/28/2024,69.1,48.4,35.8,48.0,41.5,34.9,97,80,42,3.8,0.4,0.0,29.99,29.91,0.00
28,Valdilecha,1/29/2024,60.8,47.5,36.5,47.7,42.0,35.6,97,83,54,4.0,0.4,0.0,30.05,29.95,0.00
29,Valdilecha,1/30/2024,59.0,43.4,34.2,48.6,40.1,33.8,99,89,65,4.3,0.3,0.0,30.12,30.02,0.00
30,Valdilecha,1/31/2024,55.9,43.4,34.9,46.8,40.4,33.6,99,90,68,4.3,0.4,0.0,30.17,30.09,0.01
0,Valdemoro,10/1/2024,82.5,68.4,56.8,48.9,41.5,34.7,59,39,22,12.0,2.0,0.0,29.70,29.59,0.00
1,Valdemoro,10/2/2024,75.9,69.6,64.5,62.2,57.1,48.2,79,65,46,20.3,6.0,0.0,29.63,29.45,0.00
2,Valdemoro,10/3/2024,76.6,68.0,59.3,62.2,52.1,37.0,90,60,25,13.6,3.1,0.0,29.60,29.47,0.10
3,Valdemoro,10/4/2024,77.3,66.7,56.3,50.7,46.2,41.3,63,48,36,11.1,1.7,0.0,29.64,29.55,0.00
4,Valdemoro,10/5/2024,77.9,67.2,56.8,59.9,52.8,46.0,74,61,43,15.2,3.6,0.0,29.63,29.54,0.00
5,Valdemoro,10/6/2024,75.5,67.9,63.6,59.3,56.9,52.8,84,69,47,15.6,5.5,0.0,29.58,29.48,0.00
6,Valdemoro,10/7/2024,75.7,63.7,57.2,58.1,53.7,46.9,93,72,39,21.4,3.5,0.0,29.49,29.34,0.50
7,Valdemoro,10/8/2024,65.1,59.3,55.4,57.2,54.3,51.9,93,84,67,15.6,5.2,0.0,29.57,29.44,0.00
8,Valdemoro,10/9/2024,72.1,63.5,59.3,62.9,56.6,53.0,87,79,65,26.1,7.4,0.0,29.52,29.23,0.06
9,Valdemoro,10/10/2024,68.3,59.0,51.2,55.9,45.9,39.0,94,65,37,11.8,3.4,0.0,29.61,29.42,0.00
10,Valdemoro,10/11/2024,68.1,58.9,49.1,55.7,46.8,43.3,84,66,48,8.0,1.5,0.0,29.64,29.53,0.05
11,Valdemoro,10/12/2024,63.6,60.7,58.4,61.3,58.4,55.2,96,92,82,12.5,2.3,0.0,29.66,29.46,0.82
12,Valdemoro,10/13/2024,72.8,62.8,55.5,60.4,56.6,53.6,95,81,57,7.8,1.5,0.0,29.73,29.64,0.02
13,Valdemoro,10/14/2024,72.8,64.9,58.1,62.2,58.7,56.3,94,81,65,7.8,1.2,0.0,29.70,29.53,0.00
14,Valdemoro,10/15/2024,68.7,65.3,60.8,62.4,59.5,56.1,91,82,69,15.2,4.4,0.0,29.54,29.41,0.06
15,Valdemoro,10/16/2024,71.4,64.5,60.6,64.2,59.9,57.5,94,86,68,9.8,5.5,1.3,29.46,29.33,0.46
0,Valdemoro,9/1/2024,86.9,76.7,69.0,66.7,60.1,50.3,87,61,31,11.6,2.7,0.0,29.61,29.51,0.00
1,Valdemoro,9/2/2024,88.8,77.7,69.2,66.3,56.4,47.8,81,51,26,11.8,2.6,0.0,29.58,29.45,0.00
2,Valdemoro,9/3/2024,86.5,76.9,68.1,64.4,58.0,46.5,81,56,28,13.4,2.9,0.0,29.57,29.48,0.00
3,Valdemoro,9/4/2024,79.8,72.8,66.9,62.2,56.2,48.7,78,58,35,13.8,3.9,0.0,29.62,29.54,0.00
4,Valdemoro,9/5/2024,81.1,70.3,59.0,53.0,47.8,41.9,70,47,26,11.4,3.6,0.0,29.61,29.32,0.00
5,Valdemoro,9/6/2024,79.3,70.4,62.4,48.0,41.4,26.2,52,37,20,14.9,4.1,0.0,29.37,29.29,0.00
6,Valdemoro,9/7/2024,78.6,67.5,56.1,41.5,36.6,28.4,56,34,19,11.4,3.7,0.0,29.53,29.37,0.00
7,Valdemoro,9/8/2024,80.6,71.1,61.5,49.6,43.3,38.6,51,38,27,16.1,4.3,0.0,29.62,29.49,0.00
8,Valdemoro,9/9/2024,84.9,71.9,59.9,49.6,42.1,37.5,60,36,20,8.0,1.6,0.0,29.74,29.61,0.00
9,Valdemoro,9/10/2024,87.6,74.1,61.3,52.7,45.0,37.5,70,39,18,8.2,2.3,0.0,29.72,29.60,0.00
10,Valdemoro,9/11/2024,86.0,73.9,64.0,47.4,41.6,24.6,53,34,11,19.0,2.4,0.0,29.68,29.58,0.00
11,Valdemoro,9/12/2024,82.4,72.7,63.1,50.1,45.8,41.0,53,39,25,21.2,3.4,0.0,29.68,29.59,0.00
12,Valdemoro,9/13/2024,74.4,65.7,56.1,51.4,41.3,34.1,65,43,24,15.6,5.2,0.0,29.81,29.66,0.00
13,Valdemoro,9/14/2024,82.7,64.3,53.4,50.3,41.6,37.0,56,45,25,10.9,3.3,0.0,29.84,29.73,0.00
14,Valdemoro,9/15/2024,85.4,72.1,58.6,46.4,37.3,25.7,51,31,12,5.1,1.6,0.0,29.76,29.64,0.00
15,Valdemoro,9/16/2024,85.1,71.3,58.6,35.0,25.3,20.8,26,18,11,9.8,3.4,0.0,29.70,29.57,0.00
16,Valdemoro,9/17/2024,80.6,70.4,58.1,42.4,38.5,32.9,52,33,18,14.3,3.9,0.0,29.62,29.44,0.00
17,Valdemoro,9/18/2024,81.3,70.1,59.5,56.8,51.8,45.6,69,54,31,6.4,3.3,1.3,29.56,29.47,0.00
18,Valdemoro,9/19/2024,76.4,64.8,59.0,58.6,56.5,52.8,92,76,49,9.6,3.7,0.0,29.59,29.51,0.82
19,Valdemoro,9/20/2024,71.0,64.2,58.2,59.1,56.8,55.2,91,78,59,7.3,2.2,0.0,29.62,29.53,0.00
20,Valdemoro,9/21/2024,74.3,67.8,63.1,61.7,57.3,51.2,93,71,46,9.6,3.2,0.0,29.58,29.50,0.08
21,Valdemoro,9/22/2024,75.9,65.9,59.5,55.2,51.6,45.6,80,62,35,11.6,2.6,0.0,29.64,29.57,0.00
22,Valdemoro,9/23/2024,75.5,66.2,57.2,50.1,46.8,42.0,73,52,31,9.6,2.8,0.0,29.65,29.55,0.00
23,Valdemoro,9/24/2024,68.5,64.0,58.8,47.6,41.6,34.3,61,45,29,12.0,4.5,0.0,29.63,29.56,0.00
24,Valdemoro,9/25/2024,75.3,66.6,59.9,62.7,55.8,49.4,84,69,58,14.7,4.7,0.0,29.64,29.58,0.00
25,Valdemoro,9/26/2024,71.9,67.1,63.8,64.2,59.5,53.9,92,78,54,15.8,7.9,2.4,29.60,29.53,0.00
26,Valdemoro,9/27/2024,70.8,62.2,55.7,56.1,45.9,33.4,88,59,31,12.9,5.0,0.0,29.76,29.59,0.00
27,Valdemoro,9/28/2024,70.8,58.8,48.9,39.5,35.3,28.9,69,44,23,7.1,2.0,0.0,29.87,29.77,0.00
28,Valdemoro,9/29/2024,78.4,71.1,51.4,46.5,36.6,30.3,64,29,18,6.7,1.3,0.0,29.87,29.77,0.00
29,Valdemoro,9/30/2024,84.0,68.1,54.6,41.1,37.7,33.2,59,35,17,5.5,0.8,0.0,29.82,29.68,0.00
0,Valdemoro,8/1/2024,97.1,87.1,74.3,48.3,44.0,36.6,37,23,13,14.9,3.6,0.0,29.61,29.49,0.00
1,Valdemoro,8/2/2024,91.9,81.6,75.3,63.5,49.2,43.8,62,33,23,20.8,4.7,0.0,29.57,29.47,0.00
2,Valdemoro,8/3/2024,95.0,84.1,71.7,55.9,51.3,42.4,56,35,17,8.2,2.8,0.0,29.62,29.52,0.00
3,Valdemoro,8/4/2024,98.6,94.0,74.4,57.2,45.8,39.9,41,19,15,13.1,2.5,0.0,29.63,29.51,0.00
4,Valdemoro,8/5/2024,98.2,87.7,76.2,57.7,47.5,41.3,48,26,15,18.1,3.4,0.0,29.57,29.46,0.00
5,Valdemoro,8/6/2024,97.8,87.7,75.3,46.5,43.3,39.9,33,22,15,13.4,2.9,0.0,29.53,29.43,0.00
6,Valdemoro,8/7/2024,99.1,86.2,75.3,54.1,46.7,37.0,46,27,13,14.0,2.2,0.0,29.55,29.46,0.00
7,Valdemoro,8/8/2024,99.5,87.2,75.7,57.0,48.5,38.6,46,29,13,9.3,2.8,0.0,29.63,29.52,0.00
8,Valdemoro,8/9/2024,100.4,88.2,77.1,53.0,46.5,37.4,40,25,12,10.0,2.6,0.0,29.71,29.59,0.00
9,Valdemoro,8/10/2024,98.0,88.7,77.3,52.1,45.7,36.5,39,24,12,14.0,4.7,0.0,29.72,29.58,0.00
10,Valdemoro,8/11/2024,99.1,87.8,77.0,50.9,46.2,39.9,38,25,14,14.3,4.0,0.0,29.64,29.47,0.00
11,Valdemoro,8/12/2024,94.6,86.0,75.3,52.7,49.2,45.6,41,29,19,15.4,3.5,0.0,29.57,29.44,0.00
12,Valdemoro,8/13/2024,85.4,80.0,73.4,57.0,51.3,44.4,54,38,26,15.8,4.4,0.0,29.54,29.44,0.00
13,Valdemoro,8/14/2024,86.9,76.9,67.2,55.9,52.3,45.8,65,44,27,13.1,3.5,0.0,29.65,29.53,0.00
14,Valdemoro,8/15/2024,87.2,73.9,60.2,54.5,45.8,37.2,63,40,19,12.9,4.2,0.0,29.71,29.61,0.00
15,Valdemoro,8/16/2024,93.3,80.0,67.6,55.9,45.4,35.9,53,32,15,9.3,2.2,0.0,29.72,29.61,0.00
16,Valdemoro,8/17/2024,94.4,82.7,70.8,56.3,45.0,40.1,47,28,17,12.0,2.8,0.0,29.70,29.55,0.00
17,Valdemoro,8/18/2024,93.7,83.7,72.8,57.0,50.3,42.0,53,33,18,13.8,3.2,0.0,29.63,29.52,0.00
18,Valdemoro,8/19/2024,95.0,81.8,68.7,56.3,47.0,39.5,45,31,19,13.1,3.3,0.0,29.63,29.51,0.00
19,Valdemoro,8/20/2024,96.4,84.4,71.2,56.4,45.3,38.3,45,26,16,8.2,2.3,0.0,29.61,29.53,0.00
20,Valdemoro,8/21/2024,96.4,81.8,70.1,57.5,51.4,43.3,55,36,17,14.3,3.7,0.0,29.68,29.54,0.00
21,Valdemoro,8/22/2024,94.4,84.6,75.3,60.4,53.7,42.4,58,37,20,14.7,3.2,0.0,29.64,29.52,0.00
22,Valdemoro,8/23/2024,95.5,83.6,73.2,56.1,45.2,37.7,36,27,16,15.4,2.8,0.0,29.63,29.52,0.00
